genre,artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Classical,Johann Sebastian Bach,"Passacaglia and Fugue in C Minor, BWV 582: Passacaglia",28,0.786,0.0669,797493,0.163,0.946,0.104,-19.3,0.0391,73.154,0.0544
Classical,Johann Sebastian Bach,"Prelude & Fughetta in G Major, BWV 902: 1. Prelude",53,0.992,0.38,206427,0.254,0.926,0.117,-24.967,0.0365,101.1,0.805
Classical,Franz Liszt,"Eine Symphonie zu Dantes Divina Commedia, S109/R426, ""Dante Symphony"": I. Inferno: Andante amoroso: Tempo rubato - Piu ritenuto -",29,0.951,0.195,222000,0.0373,0.875,0.137,-27.059,0.0432,67.033,0.0375
Classical,Edvard Grieg,"Peer Gynt, Op. 23: IV. In the Hall of the Mountain King",53,0.926,0.442,144733,0.219,0.944,0.144,-17.568,0.057,118.777,0.587
Classical,Frédéric Chopin,"Chopin: 3 Mazurkas, Op. 56: No. 1 in B Major",43,0.994,0.285,267984,0.0184,0.879,0.0914,-28.16,0.0364,77.077,0.0942
Classical,Pyotr Ilyich Tchaikovsky,"The Nutcracker - Ballet, Op.71, Act II, No. 12 - Divertissement:: Coffee: Arabian Dance",39,0.957,0.142,233893,0.00409,0.803,0.114,-36.405,0.0395,85.797,0.0371
Classical,M. S. Subbulakshmi,Jo Achyuthananda Jo Jo Mukunda,24,0.853,0.316,368083,0.378,0.0,0.401,-8.643,0.0386,168.886,0.529
Classical,George Frideric Handel,"Messiah, HWV 56, Pt. 1: For unto us a child is born - Part I",49,0.903,0.511,232680,0.25,0.00137,0.174,-16.066,0.0342,107.819,0.396
Classical,Chickenfoot,Soap On A Rope,25,0.00128,0.353,331867,0.919,0.000412,0.525,-4.225,0.118,87.5,0.42
Classical,Andy James,Asylum,35,7.07e-06,0.393,212442,0.956,0.615,0.323,-2.926,0.0869,104.941,0.331
Classical,Maurice Ravel,Sonatine : 2. Mouvement de menuet,24,0.993,0.388,179973,0.0286,0.912,0.0859,-25.441,0.0418,60.966,0.0856
Classical,Johann Sebastian Bach,"Orgelbüchlein, BWV 599/644 - Arr. Thomas Demenga: Ich ruf' zu Dir, Herr Jesu Christ",32,0.992,0.195,216067,0.0573,0.829,0.0717,-26.696,0.0486,86.579,0.0425
Classical,Darius Milhaud,"Quatour à cordes No. 1, Op. 5: II. Intime, contenu",23,0.947,0.179,315080,0.0145,0.00257,0.0585,-28.0,0.0475,111.569,0.0383
Classical,Dmitri Shostakovich,"Shostakovich: Suite for Variety Orchestra No. 1, Op. 50b: VII. Waltz No. 2",35,0.968,0.148,224480,0.246,0.902,0.067,-16.412,0.0332,184.929,0.299
Classical,Antonín Dvořák,"Symphony No. 9 in E Minor, Op. 95, B. 178 ""From the New World"": III. Molto vivace (Live)",0,0.951,0.363,445293,0.07,0.665,0.208,-21.136,0.0397,130.508,0.227
Classical,Gustav Mahler,Symphony No.5 In C Sharp Minor: 4. Adagietto (Sehr langsam),53,0.839,0.074,659000,0.0114,0.883,0.122,-32.866,0.0438,79.556,0.0339
Classical,Jordi Savall,Manden Mandinkadenou (Chant de griot),33,0.824,0.33,281093,0.305,0.00471,0.106,-17.056,0.0375,62.326,0.685
Classical,Ludwig van Beethoven,"6 Bagatelles, Op.126: 2. Allegro",28,0.992,0.408,174200,0.081,0.917,0.0819,-24.635,0.0399,137.276,0.305
Classical,Edward Elgar,"Variations on an Original Theme, Op. 36 'Enigma': Variation VI. Andantino ""Ysobel""",8,0.981,0.197,78000,0.0312,0.365,0.0934,-27.182,0.0394,104.927,0.136
Classical,Osvaldo Golijov,Tenebrae (version for string quartet),33,0.96,0.184,763557,0.0402,0.536,0.114,-27.191,0.0464,122.154,0.0377
Classical,Franz Liszt,"Liebesträume, S. 541: No. 3, Oh Lieb, so lang du lieben kannst",0,0.994,0.328,311973,0.0449,0.867,0.1,-20.077,0.0476,132.068,0.037
Classical,Giacomo Puccini,"Madame Butterfly, 1. Akt: Vogliatemi bene (Mona Lisa): Madama Butterfly, Act II: Un bel di, vedremo",46,0.978,0.168,270320,0.129,0.00226,0.0822,-20.046,0.0388,83.434,0.0724
Classical,Frédéric Chopin,"12 Etudes, Op.25: No. 11 in A minor ""Winter Wind""",26,0.983,0.269,206000,0.198,0.876,0.102,-20.032,0.0402,59.392,0.094
Classical,Frédéric Chopin,"Piano Sonata No. 2 in B-Flat Minor, Op. 35 ""Funeral March"": I. Grave - Doppio movimento",0,0.979,0.381,302920,0.247,0.862,0.0771,-18.373,0.0512,103.709,0.0735
Classical,Akira Kosemura,Foe,30,0.99,0.323,204437,0.0858,0.886,0.112,-25.676,0.0404,77.499,0.175
Classical,Johann Sebastian Bach,"St. John Passion, BWV 245, Pt. 1: No. 2a, Jesus ging mit seinen Jüngern",20,0.829,0.561,62945,0.0519,0.0,0.278,-25.052,0.0799,53.306,0.413
Classical,Howard Shore,Axe or Sword?,34,0.836,0.116,359354,0.123,0.941,0.103,-20.679,0.0359,94.592,0.0375
Classical,Franz Liszt,"愛の夢 第3番: Liebestraum No.3 in A flat, S.541 No.3",26,0.991,0.318,308000,0.129,0.878,0.0907,-19.925,0.0424,110.405,0.035
Classical,Frédéric Chopin,"Chopin: Waltz No.6 in D flat, Op.64 No.1 -""Minute""",53,0.988,0.287,112907,0.113,0.918,0.125,-24.408,0.0382,71.846,0.196
Classical,George Frideric Handel,"Eternal Source Of Light Divine (Ode For The Birthday Of Queen Anne), HWV 74",29,0.95,0.207,233760,0.0928,0.71,0.104,-19.668,0.0416,107.368,0.0416
Classical,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, Act III No. 19b, Pas de deux: Act III In the Castle of Prince Siegfried: A Ball at the Castle: Pas de deux: III. Variation II: Allegro moderato",29,0.628,0.455,58333,0.101,0.897,0.324,-32.381,0.0457,108.548,0.771
Classical,George Gershwin,An American in Paris,32,0.93,0.183,1102667,0.232,0.862,0.227,-18.721,0.0454,84.263,0.114
Classical,Nobuo Uematsu,"Answers (From ""Final Fantasy XIV"")",44,0.791,0.166,429000,0.332,1.83e-06,0.0968,-11.182,0.0311,79.767,0.153
Classical,Wolfgang Amadeus Mozart,"Piano Sonata No. 16 in C Major, K. 545: I. Allegro - Remastered",22,0.986,0.242,111373,0.162,0.872,0.15,-22.415,0.0356,159.344,0.903
Classical,Eric Whitacre,Equus,40,0.903,0.357,542293,0.32,0.842,0.0713,-13.994,0.0394,109.258,0.148
Classical,Michael Haydn,"Divertimento in D Major, MH 68: IX. Finale: Presto",31,0.986,0.433,201947,0.202,0.822,0.0978,-15.631,0.0384,146.702,0.556
Classical,Antônio Carlos Jobim,Berimbau,1,0.645,0.54,206840,0.659,0.937,0.307,-7.885,0.035,87.171,0.669
Classical,Caroline Shaw,Partita for 8 Singers: No. 1. Allemande,29,0.893,0.222,353467,0.292,0.00899,0.136,-11.035,0.0345,137.676,0.047
Classical,Gustav Mahler,"Symphony No. 2 in C Minor ""Resurrection"": 5e. ""O glaube, mein Herz, o glaube"" (Etwas bewegter)",12,0.956,0.193,503707,0.156,0.189,0.335,-14.904,0.0411,109.773,0.0393
Classical,Wolfgang Amadeus Mozart,"Adagio In B Minor, K.540",32,0.995,0.353,475000,0.00382,0.892,0.0753,-31.08,0.0705,173.912,0.157
Classical,Francis Poulenc,Sonata for Cello and Piano: II. Cavatine,27,0.988,0.13,386507,0.00924,0.909,0.0849,-27.853,0.0448,77.307,0.0369
Classical,Wolfgang Amadeus Mozart,"Piano Sonata No. 12 in F Major, K. 332: II. Adagio",29,0.994,0.251,264147,0.0213,0.897,0.0697,-29.384,0.0442,168.328,0.22
Classical,Astor Piazzolla,Libertango,40,0.845,0.607,187800,0.474,0.94,0.124,-11.24,0.0282,139.89,0.805
Classical,Antonio Vivaldi,"Violin Concerto in D Major, RV 208 ""Grosso mogul"": II. Grave recitativo",38,0.703,0.15,174333,0.0256,0.0116,0.0763,-25.987,0.0555,79.91,0.0384
Classical,Ludwig van Beethoven,"Piano Sonata No. 32 in C Minor, Op. 111 : 2. Arietta (Adagio molto semplice e cantabile)",24,0.985,0.324,978907,0.0675,0.923,0.0639,-24.518,0.0363,105.518,0.06
Classical,Giulio Caccini,Ave Maria,38,0.975,0.0949,329956,0.103,0.911,0.128,-24.069,0.0455,86.533,0.039
Classical,César Franck,Sonata in A (1989 - Remaster): IV. Allegretto poco mosso,31,0.99,0.273,412067,0.155,0.878,0.0474,-15.226,0.0399,135.671,0.227
Classical,Hugo Wolf,"Wolf: Italienisches Liederbuch: No. 1, ""Auch kleine Dinge können uns entzücken"" (Live)",31,0.992,0.278,129587,0.0224,0.00253,0.0933,-29.72,0.0533,81.265,0.0386
Classical,Johann Strauss II,Artist's Life - Waltz Op. 316,38,0.951,0.312,520360,0.0336,0.642,0.119,-24.434,0.0335,98.327,0.134
Classical,Jacques Offenbach,"Les contes d'Hoffmann, Act III: C'est une chanson d'amour (Live)",0,0.973,0.23,104533,0.0631,1.23e-05,0.612,-23.97,0.0636,82.306,0.0443
Classical,Andrea Bocelli,"Brucia la terra - From ""The Godfather""",30,0.959,0.216,256495,0.27,0.000226,0.113,-11.992,0.039,78.494,0.173
Classical,Avantasia,Farewell,55,0.00388,0.457,392400,0.645,0.0,0.185,-5.97,0.0267,98.679,0.148
Classical,Henry Purcell,"Sonata No. 3 in D Minor, Z. 792: II. Canzona. [Allegro] - Adagio",43,0.729,0.264,131680,0.246,0.519,0.0806,-16.504,0.0401,105.259,0.167
Classical,Franz Schubert,"Ave Maria, D.839 - Arr. Hazell",46,0.819,0.178,157453,0.078,0.944,0.111,-27.509,0.04,79.558,0.0397
Classical,Jean Sibelius,"Belshazzar's Feast, JS 48: Act II: Prelude: Nocturno",36,0.929,0.0987,228907,0.0124,0.166,0.0755,-36.777,0.0518,80.927,0.0355
Classical,Ludwig van Beethoven,"Beethoven: Symphony No. 9 in D Minor, 'Choral', Op. 125: IV. Presto - Allegro assai",31,0.922,0.192,378907,0.0256,0.828,0.487,-23.898,0.0441,140.744,0.108
Classical,Arthur Rubinstein,Polonaise F Op.44,35,0.974,0.33,535000,0.174,0.866,0.112,-19.06,0.0346,64.532,0.252
Classical,Ergin Kızılay,Allı Turnam,42,0.496,0.415,275867,0.364,0.887,0.379,-12.637,0.0466,86.173,0.509
Classical,George Gershwin,It Ain't Necessarily So,34,0.946,0.397,142347,0.133,0.17,0.103,-18.558,0.0462,106.359,0.325
Classical,Antonio Vivaldi,"The Four Seasons - Winter in F Minor, RV. 297: III. Allegro – Lento – Allegro",34,0.845,0.402,210880,0.167,0.21,0.115,-18.549,0.0632,94.714,0.277
Classical,Anders Miolin,3 Gymnopedies (arr. A. Miolin): Gymnopedie No. 3,29,0.994,0.455,193320,0.00151,0.889,0.065,-40.728,0.0914,134.178,0.363
Comedy,John Caparulo,"Caplets: April, 2014",14,0.832,0.562,475860,0.345,0.0,0.951,-16.321,0.947,86.697,0.558
Comedy,Adam Sandler,The Boss And The Secretary,15,0.577,0.726,307707,0.48,0.0,0.322,-10.898,0.908,92.366,0.621
Comedy,Pablo Francisco,The Sans (Jose & Francisco),17,0.832,0.466,162893,0.709,0.0,0.923,-19.903,0.907,86.183,0.149
Comedy,Katt Williams,Side Effects,19,0.949,0.589,218333,0.845,0.0,0.923,-8.743,0.958,70.077,0.311
Comedy,Greg Proops,Misters,14,0.632,0.533,492033,0.404,0.0,0.555,-16.884,0.82,80.868,0.631
Comedy,Brad Williams,We Don't Have A Month,21,0.787,0.66,57182,0.784,0.0,0.848,-10.451,0.931,110.834,0.643
Comedy,Jim Norton,"Clean It off, B---",22,0.787,0.447,148720,0.963,0.0,0.874,-4.065,0.938,170.326,0.134
Comedy,Al Madrigal,Lupita's - Live,14,0.885,0.593,194293,0.441,0.0,0.467,-13.227,0.874,97.554,0.711
Comedy,Kyle Kinane,This Track is Not Called Compton's n the House,30,0.731,0.641,294848,0.743,0.0,0.786,-5.918,0.943,121.868,0.432
Comedy,Christian Finnegan,Friendly Tollbooth,48,0.886,0.589,203747,0.774,0.0,0.885,-10.902,0.94,102.524,0.436
Comedy,Monty Python,Spam,13,0.713,0.709,147773,0.382,0.0,0.408,-11.959,0.47,128.804,0.537
Comedy,Dan Cummins,Effective Listening,26,0.931,0.628,188600,0.395,0.0,0.82,-18.69,0.96,74.552,0.545
Comedy,Rodney Carrington,Poison Ivy and the Lord,23,0.717,0.511,216893,0.381,0.0,0.69,-19.245,0.96,64.286,0.308
Comedy,Nick Thune,Bad Choices,19,0.727,0.641,192320,0.527,0.0,0.908,-13.719,0.931,132.485,0.413
Comedy,Alonzo Bodden,"What's up, DC?",16,0.724,0.734,116147,0.72,0.0,0.456,-4.907,0.83,41.391,0.382
Comedy,Christopher Titus,Last Husband,23,0.722,0.603,370333,0.706,0.0,0.687,-15.765,0.933,71.982,0.151
Comedy,Aziz Ansari,"Sign Language For Jizz Everywhere (This bit not ideal for audio, sorry!)",32,0.762,0.557,124920,0.92,0.0,0.763,-4.145,0.944,154.043,0.301
Comedy,The Toilet Bowl Cleaners,The Brown Crusty Undies Song,11,0.254,0.75,124107,0.279,0.0,0.164,-12.623,0.536,134.549,0.427
Comedy,Tom Papa,4th Grade Math,28,0.854,0.585,219191,0.958,0.0,0.732,-4.353,0.909,130.609,0.312
Comedy,Andrew Norelli,Tech Cliches (Live),15,0.801,0.614,190636,0.408,0.0,0.645,-17.184,0.917,120.434,0.627
Comedy,Ryan Sickler,Delivery Plan,16,0.809,0.631,365736,0.651,0.0,0.894,-8.096,0.899,96.121,0.514
Comedy,Larry The Cable Guy,Gay Mafia,21,0.802,0.529,236067,0.562,0.0,0.799,-14.42,0.953,87.459,0.229
Comedy,Wyatt Cenac,Jesus Year (Jfl 2017),14,0.905,0.601,257939,0.682,0.0,0.833,-9.813,0.929,85.218,0.393
Comedy,Kyle Kinane,Sodium Nitrite,30,0.834,0.456,502292,0.769,0.0,0.887,-8.927,0.952,68.825,0.256
Comedy,Dane Cook,Regrets,26,0.448,0.545,298693,0.962,0.0,0.686,-6.681,0.9,69.057,0.161
Comedy,Jeffrey Ross,Aunt-Tique,12,0.821,0.528,209560,0.824,5.24e-06,0.776,-15.248,0.931,80.49,0.039
Comedy,Sam Kinison,Sexual Therapy,12,0.808,0.503,163360,0.461,0.0,0.961,-19.129,0.885,89.818,0.407
Comedy,Dan Cummins,Slow Stroke,26,0.815,0.581,497840,0.416,0.0,0.93,-18.536,0.942,73.134,0.53
Comedy,Bill Engvall,Zip Line,27,0.776,0.638,277440,0.845,0.0,0.944,-8.101,0.952,85.915,0.398
Comedy,Eddie Izzard,Cats and Dogs,12,0.874,0.416,438827,0.548,0.0,0.835,-20.012,0.95,82.762,0.237
Comedy,Dan Cummins,Picasso Of Lies,26,0.829,0.583,359627,0.795,0.0,0.723,-10.439,0.943,99.844,0.231
Comedy,Matt Braunger,A Ghost At The Two Man Party,29,0.857,0.624,355507,0.709,0.0,0.737,-7.129,0.913,101.591,0.361
Comedy,Polo Polo,El Padrecito Y La Monja En El Desierto - En Vivo,30,0.764,0.589,540160,0.31,0.0,0.707,-19.172,0.933,95.342,0.394
Comedy,Joe Derosa,The Fatty,12,0.698,0.532,325427,0.861,0.0,0.362,-4.063,0.91,56.7,0.48
Comedy,Patton Oswalt,"We're Here, We're Queer...!",28,0.841,0.636,52333,0.758,0.0,0.735,-11.699,0.945,35.315,0.623
Comedy,Ralphie May,Tips For An Acid Trip,33,0.833,0.595,301107,0.558,0.0,0.709,-15.748,0.944,128.54,0.138
Comedy,Darryl Lenox,Religion,15,0.913,0.537,110117,0.845,0.0,0.927,-9.266,0.862,121.415,0.64
Comedy,Steven Wright,Book Store,24,0.839,0.485,85853,0.652,0.0,0.909,-13.326,0.903,88.428,0.298
Comedy,Paula Poundstone,Includes No Dunkin' Donuts Jokes,11,0.827,0.465,477080,0.85,0.0,0.59,-10.561,0.96,67.545,0.281
Comedy,Kevin Hart,Bad Luck With Women - Live,28,0.912,0.602,151120,0.411,0.0,0.736,-15.382,0.949,79.087,0.555
Comedy,Moshe Kasher,Powerful Wigger (The Cute-Ass Nerd) - Live,19,0.829,0.561,166453,0.909,0.0,0.688,-3.043,0.842,84.333,0.761
Comedy,David Cross,"You Go, Girl!",23,0.826,0.659,148427,0.653,0.0,0.774,-9.062,0.92,102.419,0.617
Comedy,Doug Benson,Traffic Chopter,14,0.794,0.577,137128,0.452,0.0,0.52,-16.174,0.944,108.524,0.316
Comedy,Katt Williams,Married vs. single,17,0.89,0.453,377107,0.9,3.11e-06,0.805,-13.465,0.85,113.663,0.185
Comedy,Robert Schimmel,Sigmoidoscopy - Spoken Word,11,0.817,0.35,335227,0.946,2.97e-06,0.867,-13.488,0.907,83.467,0.0546
Comedy,Jerry Seinfeld,Joke Formats,13,0.843,0.624,151307,0.296,0.0,0.412,-15.737,0.947,169.708,0.406
Comedy,Richard Pryor,Cocaine - Remastered Version,19,0.707,0.483,250133,0.714,0.0,0.29,-12.999,0.956,91.055,0.179
Comedy,Rodney Carrington,Grandpa,22,0.715,0.511,102560,0.483,0.0,0.734,-15.835,0.907,100.352,0.337
Comedy,Jim Florentine,Dump,10,0.953,0.703,122853,0.572,0.0,0.824,-17.815,0.929,80.604,0.588
Comedy,Lewis Black,Greed,21,0.806,0.594,544293,0.552,0.0,0.917,-8.825,0.959,74.906,0.155
Comedy,Shane Mauss,Homosexuality,18,0.891,0.488,204053,0.734,0.0,0.613,-8.494,0.944,76.88,0.434
Comedy,Darryl Lenox,Race,14,0.923,0.477,211113,0.757,0.0,0.927,-9.287,0.874,76.304,0.796
Comedy,Dane Cook,TiTo,26,0.568,0.574,110333,0.99,0.0,0.782,-5.451,0.664,120.542,0.122
Comedy,David Cross,"When It Comes To Jews, Behaviour One Might Perceive As Obnoxious And Annoying I Present As Quirky But It's Okay To Joke About It Because, I, Myself, Am Jewish!",20,0.878,0.694,361853,0.505,0.0,0.709,-9.597,0.942,137.486,0.718
Comedy,Mitch Hedberg,Movie Plot,33,0.826,0.452,103947,0.945,3.75e-06,0.684,-8.656,0.917,131.351,0.213
Comedy,Chad Daniels,The Musical,32,0.888,0.633,101410,0.642,0.0,0.865,-12.586,0.931,63.805,0.682
Comedy,Doug Stanhope,Cancer Vanity,22,0.84,0.673,265062,0.419,0.0,0.501,-11.016,0.952,98.802,0.524
Comedy,Robert Kelly,Just The Tip,10,0.75,0.395,331253,0.973,0.0,0.679,-4.885,0.875,71.621,0.355
Comedy,Anthony Jeselnik,Girlfriend,34,0.84,0.438,426320,0.976,0.0,0.782,-7.314,0.913,72.843,0.0475
Comedy,Alonzo Bodden,Creepy,15,0.777,0.636,173560,0.92,0.0,0.885,-7.288,0.946,95.42,0.334
Comedy,Jeff Foxworthy,Howdy from Maui,11,0.244,0.507,157533,0.823,0.0,0.888,-7.597,0.208,152.063,0.794
Comedy,John Caparulo,People Who Read,30,0.94,0.616,338827,0.462,0.0,0.977,-14.794,0.947,113.434,0.41
Comedy,Michael Ian Black,Sex,17,0.865,0.515,232067,0.754,0.0,0.922,-9.244,0.911,113.476,0.302
Comedy,John Caparulo,"Caplets: September, 2014",12,0.783,0.653,449824,0.323,0.0,0.964,-17.999,0.948,135.798,0.616
Comedy,Iliza Shlesinger,Eat What You Want,25,0.841,0.656,230006,0.949,0.0,0.788,-6.493,0.934,108.688,0.248
Comedy,Steve Harvey,Praying,19,0.907,0.373,223144,0.857,0.0,0.939,-9.016,0.951,77.294,0.131
Comedy,Adam Sandler,Toll Booth Willie,26,0.483,0.661,228200,0.466,0.0,0.576,-10.543,0.714,118.158,0.419
Comedy,Donnell Rawlings,Pardon,14,0.811,0.564,213480,0.722,0.0,0.667,-12.567,0.961,171.486,0.157
Comedy,Chad Daniels,Vasectomy,26,0.746,0.618,104107,0.855,0.0,0.719,-9.188,0.921,115.752,0.339
Comedy,David Spade,Women Talking About My Weiner,17,0.794,0.558,84863,0.888,0.0,0.859,-6.273,0.943,76.845,0.356
Comedy,Hasan Minhaj,Ethnic Food,13,0.712,0.6,198873,0.723,0.0,0.678,-10.13,0.956,79.707,0.171
Comedy,Ron White,Flight from Ottawa (Jfl 2001),17,0.899,0.527,149281,0.793,0.0,0.903,-17.287,0.913,83.314,0.0372
Comedy,Lewis Black,Chanooookah,17,0.898,0.473,178947,0.863,0.0,0.627,-8.442,0.932,87.725,0.16
Comedy,Eugene Mirman,The Questionable Polls Of Russia Today,22,0.802,0.58,322253,0.406,0.0,0.703,-14.712,0.947,73.062,0.514
Comedy,Lewis Black,Parents,22,0.836,0.633,547667,0.616,0.0,0.777,-8.949,0.932,120.551,0.118
Comedy,Doug Stanhope,Instant Karma,27,0.82,0.695,196137,0.43,0.0,0.842,-10.85,0.939,105.294,0.57
Comedy,Rodney Carrington,Be Happy With Your Vanilla,22,0.721,0.422,129307,0.491,0.0,0.961,-21.721,0.937,89.331,0.0886
Comedy,Dan Cummins,For Real,28,0.795,0.584,374573,0.429,0.0,0.43,-17.648,0.941,82.285,0.54
Comedy,Michael Ian Black,Criminals,22,0.78,0.479,336767,0.863,0.0,0.929,-13.292,0.884,86.053,0.0714
Comedy,Doug Benson,"Go Ahead and Pass Me By, Parade",12,0.769,0.522,187484,0.832,0.0,0.503,-11.599,0.929,117.69,0.584
Comedy,Felipe Esparza,Joined the Gym,15,0.858,0.422,82216,0.251,2.1e-06,0.675,-24.296,0.831,105.923,0.353
Comedy,Christian Finnegan,Australia,26,0.876,0.593,70907,0.729,0.0,0.851,-10.469,0.92,76.916,0.462
Comedy,Jackie Kashian,Origin Story,14,0.764,0.673,208425,0.767,0.0,0.756,-7.473,0.889,85.696,0.563
Comedy,Eddie Izzard,Swiss Protection,12,0.74,0.538,77360,0.899,0.0,0.936,-15.692,0.933,136.906,0.114
Comedy,Al Madrigal,Breastfeeding,16,0.71,0.496,107733,0.942,0.0,0.943,-5.201,0.813,88.852,0.408
Comedy,Tommy Ryman,Pirates,15,0.847,0.639,135239,0.731,0.0,0.637,-7.968,0.932,124.323,0.631
Comedy,Jeffrey Ross,Larry The Toll Taker,11,0.823,0.489,297947,0.753,0.00102,0.488,-9.777,0.892,139.784,0.133
Comedy,Jim Gaffigan,Cake,34,0.899,0.52,307733,0.821,0.0,0.807,-17.055,0.931,116.334,0.115
Comedy,Baron Vaughn,"Travel, Pt. 2",11,0.889,0.661,138480,0.502,0.0,0.305,-11.778,0.93,107.817,0.664
Comedy,Patton Oswalt,The Dumb Gay Friend,37,0.778,0.535,282933,0.962,0.0,0.463,-5.082,0.924,106.854,0.2
Comedy,John Caparulo,"Caplets: October, 2015",11,0.841,0.674,330048,0.273,0.0,0.971,-15.856,0.954,89.462,0.548
Comedy,John Pinette,Sonna a Formato,19,0.817,0.573,193960,0.646,0.0,0.762,-11.574,0.949,130.162,0.266
Comedy,Tommy Johnagin,Humor in heartbreak,22,0.835,0.507,244733,0.823,0.0,0.721,-8.75,0.95,82.222,0.604
Comedy,Robin Williams,Religion And Marriage - Explicit Audio,35,0.872,0.654,406467,0.926,0.0,0.942,-7.772,0.936,108.16,0.268
Comedy,Eddie Izzard,Hannibal,13,0.808,0.548,143027,0.527,0.0,0.916,-20.522,0.92,103.69,0.173
Comedy,Kathy Griffin,Happy Sunday (More Maggie!),15,0.862,0.693,227627,0.677,0.0,0.737,-11.619,0.95,87.892,0.39
Comedy,Polo Polo,Papa Que Es Pene? - En Vivo,27,0.847,0.606,209773,0.436,0.0,0.645,-16.995,0.944,136.888,0.469
Comedy,Pablo Francisco,Mentos,32,0.846,0.639,43427,0.524,0.0,0.884,-15.738,0.937,75.343,0.888
Comedy,Marc Maron,OCD and a Bag of Fuck,15,0.659,0.501,141874,0.949,0.0,0.938,-6.721,0.85,93.309,0.276
Comedy,Baron Vaughn,Picture Taker,14,0.826,0.631,432840,0.565,0.0,0.253,-9.792,0.947,77.974,0.692
Comedy,Robin Williams,"Arnold, The Economy, And Alternative Fuels - Explicit Audio",37,0.855,0.634,359453,0.926,0.0,0.825,-8.21,0.927,113.71,0.18
Comedy,Chris Maddock,Mentally Handicat/Lithp,15,0.832,0.595,261759,0.554,0.0,0.537,-9.805,0.853,84.24,0.704
Comedy,Felipe Esparza,Mariachis,14,0.832,0.513,36837,0.181,7.96e-06,0.395,-27.354,0.814,88.405,0.447
Comedy,Joe Rogan,Gay People,46,0.826,0.554,481549,0.926,0.0,0.615,-3.332,0.912,96.87,0.379
Comedy,Adam Sandler,The Peeper,16,0.17,0.495,363253,0.193,0.0,0.403,-22.027,0.711,82.953,0.352
Comedy,Bill Hicks,Rockers Against Drugs Suck,19,0.792,0.557,130800,0.411,0.0,0.489,-21.532,0.914,115.319,0.401
Comedy,Steve Hofstetter,The Reason I Have A Sense Of Humor,9,0.696,0.687,189320,0.356,0.0,0.668,-13.542,0.964,59.516,0.582
Comedy,Pete Holmes,Enrique,29,0.82,0.25,364041,0.987,0.0,0.925,-8.588,0.76,82.32,0.169
Comedy,Brian Posehn,Drug Dog,20,0.94,0.45,388119,0.643,0.0,0.824,-11.359,0.954,57.718,0.421
Comedy,Darryl Lenox,Community College,35,0.903,0.534,264980,0.712,0.0,0.814,-9.05,0.796,129.727,0.741
Comedy,David Spade,Pill Poppers,19,0.785,0.522,135480,0.905,0.0,0.817,-6.129,0.943,86.909,0.519
Comedy,Steven Wright,The Mumbles Song,24,0.728,0.323,122720,0.99,0.0114,0.954,-9.255,0.818,124.478,0.0383
Comedy,Maria Bamford,Getting Older,41,0.778,0.541,72720,0.786,0.0,0.904,-9.507,0.946,145.788,0.753
Comedy,Ralphie May,Los Angeles,19,0.883,0.631,153155,0.517,0.0,0.892,-9.186,0.938,83.971,0.642
Comedy,Chris Rock,The South,22,0.681,0.435,46467,0.652,0.0,0.936,-16.784,0.955,186.79,0.289
Comedy,John Mulaney,"Scarface, Amnesia, and One Hundred Million Dollars",44,0.898,0.526,274373,0.737,0.0,0.709,-7.123,0.893,89.124,0.674
Comedy,Alonzo Bodden,Beautiful Women,9,0.88,0.653,117931,0.669,0.0,0.795,-11.249,0.953,121.687,0.613
Comedy,Wyatt Cenac,Ladies and Germs,23,0.884,0.524,488605,0.532,0.0,0.765,-13.171,0.948,55.704,0.51
Comedy,Eugene Mirman,"Political Chalk, Audition, Bicyclist and Pilates",31,0.766,0.522,157760,0.935,0.0,0.703,-5.619,0.881,83.991,0.263
Comedy,Martin Lawrence,Braggin' On Their Dicks,23,0.703,0.52,354947,0.718,0.0,0.67,-14.783,0.931,103.715,0.433
Comedy,Ryan Stout,Why You Came Here,13,0.647,0.479,191320,0.798,0.0,0.911,-10.031,0.944,67.698,0.31
Comedy,Nick Thune,Decisions,15,0.506,0.451,149916,0.761,0.0,0.732,-6.03,0.163,120.256,0.521
Comedy,Kathleen Madigan,Kids,18,0.649,0.614,285627,0.568,0.0,0.725,-14.308,0.924,116.527,0.54
Comedy,Wyatt Cenac,Subway Proselytizers,24,0.875,0.598,280306,0.659,0.0,0.921,-12.09,0.939,73.942,0.402
Comedy,Patton Oswalt,Two More Sips,25,0.85,0.475,55200,0.614,0.0,0.831,-11.931,0.928,90.782,0.549
Comedy,Andrew Dice Clay,The Contractor - Live at Dangerfield's/1993,9,0.479,0.666,140693,0.47,0.0,0.638,-10.321,0.876,85.652,0.559
Comedy,Christian Finnegan,China Wants It,22,0.904,0.561,42773,0.843,0.0,0.836,-12.642,0.951,99.774,0.643
Comedy,Aziz Ansari,Getting Recognized In New York,35,0.889,0.669,40080,0.383,0.0,0.895,-8.746,0.936,94.995,0.775
Comedy,Eugene Mirman,"Girlfriend, Khaleesi, Any Questions, Making A ‘Zine",18,0.892,0.572,230210,0.632,0.0,0.72,-10.609,0.888,116.168,0.342
